Velocity,Repitition,PitchIndex,Pitch,Time,Delete
f,1,0,19,G0,6,
f,1,0,20,G#0,17,
f,1,0,21,A0,28,
f,1,0,22,A#0,39,
f,1,0,23,B0,50,
f,1,0,24,C1,61,d
f,1,0,24,C1,70,
f,1,0,25,C#1,81,
f,1,0,26,D1,92,
f,1,0,27,D#1,103,
f,1,0,28,E1,114,
f,1,0,29,F1,123,
f,1,0,30,F#1,125,
f,1,0,31,G1,136,
